Year,Month,Precip.,Temp_High,Temp_Low,DewPt_High,DewPt_Low,Humidity,Max Wind,Pressure,Precip_lag12,Precip_lag24,Precip_lag36,Temp_High_lag1,Temp_Low_lag1,DewPt_High_lag1,DewPt_Low_lag1,Humidity_lag1,Max Wind_lag1,Pressure_lag1,Precip_ma3,Precip_ma6,Precip_ma12,Precip_min12,Precip_max12,Precip_diff,Month_sin,Month_cos
2014,1,-0.6255039010320705,-1.4377967368341087,-2.829644663499704,-2.512638309416329,-2.343366573106008,-0.1878982056332371,-0.6140835615671322,1.8992723197984396,,,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387
2014,2,-0.6255039010320705,0.3045049190559236,-1.2777755434546634,-1.954415445750157,-2.000890549035825,-1.5340770817843854,0.2743016551083851,0.1642064335774437,,,,-1.4377967368341087,-2.829644663499704,-2.512638309416329,-2.343366573106008,-0.1878982056332371,-0.6140835615671322,1.8992723197984396,,,,,,0.0,0.8660254037844386,0.5000000000000001
2014,3,-0.6255039010320705,1.3460316505055212,-0.0220176760797511,-1.613056140630555,-2.066455477708085,-2.421323637757106,0.6062968970626318,0.1242966866196509,,,,0.3045049190559236,-1.2777755434546634,-1.954415445750157,-2.000890549035825,-1.5340770817843854,0.2743016551083851,0.1642064335774437,-0.6255039010320705,,,,,0.0,1.0,6.123233995736766e-17
2014,4,0.1280049288214745,1.5246708583274644,0.868584578894858,-0.1441550715067476,-0.325676097749783,-1.297545789308378,0.5818257264078164,-0.3802357049308744,,,,1.3460316505055212,-0.0220176760797511,-1.613056140630555,-2.066455477708085,-2.421323637757106,0.6062968970626318,0.1242966866196509,-0.3743342910808889,,,,,0.7535088298535451,0.8660254037844387,-0.4999999999999998
2014,5,-0.6223642809076808,1.0517061822405385,0.9814302363916408,-0.0013047548893761,0.138577318979082,-0.9945886945731616,1.55018490803409,-0.6729324020509154,,,,1.5246708583274644,0.868584578894858,-0.1441550715067476,-0.325676097749783,-1.297545789308378,0.5818257264078164,-0.3802357049308744,-0.37328775103942563,,,,,-0.7503692097291553,0.49999999999999994,-0.8660254037844387
2014,6,0.3980122595189949,-0.4268705104184112,0.8057423863966497,0.4884677592273237,0.6811179466290861,0.2911599500862504,0.6803460238492819,-1.6397524946441668,,,,1.0517061822405385,0.9814302363916408,-0.0013047548893761,0.138577318979082,-0.9945886945731616,1.55018490803409,-0.6729324020509154,-0.032115697522403806,-0.3288097992772372,,,,1.0203765404266756,1.2246467991473532e-16,-1.0
2014,7,-0.4936398558077002,-0.7265101885270664,0.5861325739029108,0.1236372129975375,0.5180480793391983,0.169576403191121,1.311829349707964,-1.2819816210282575,,,,-0.4268705104184112,0.8057423863966497,0.4884677592273237,0.6811179466290861,0.2911599500862504,0.6803460238492819,-1.6397524946441668,-0.2393306257321287,-0.3068324584065088,,,,-0.8916521153266951,-0.4999999999999997,-0.8660254037844388
2014,8,0.6523214895945665,-0.6676450948740693,0.4601103276565023,0.1915223488827605,0.5009548018454979,0.3042357174886746,0.8281264700114799,-0.6790172601128879,,,,-0.7265101885270664,0.5861325739029108,0.1236372129975375,0.5180480793391983,0.169576403191121,1.311829349707964,-1.2819816210282575,0.18556463110195373,-0.09386155996873595,,,,1.1459613454022666,-0.8660254037844385,-0.5000000000000004
2014,9,-0.537594537549157,-0.4268705104184112,0.5543736164038162,0.2302543589277028,0.5963352902603395,0.1309817994065445,1.113835332591729,-0.538941573875951,,,,-0.6676450948740693,0.4601103276565023,0.1915223488827605,0.5009548018454979,0.3042357174886746,0.8281264700114799,-0.6790172601128879,-0.1263043012540969,-0.07920999938825035,,,,-1.1899160271437235,-1.0,-1.8369701987210297e-16
2014,10,0.6994157914604131,-0.8736729226595578,-0.1335118885765725,0.4110037391374379,0.7026554762711474,1.1692399110539302,-0.7570968965628075,0.7459663519476684,,,,-0.4268705104184112,0.5543736164038162,0.2302543589277028,0.5963352902603395,0.1309817994065445,1.113835332591729,-0.538941573875951,0.27138091450194085,0.01602514438490608,,,,1.23701032900957,-0.8660254037844386,0.5000000000000001
2014,11,-0.3115418885930934,-0.8450579465782417,-0.6396280410621438,0.075326318747931,0.2572046647853511,0.9743687968629524,-1.0634632408646547,0.9487949540122916,,,,-0.8736729226595578,-0.1335118885765725,0.4110037391374379,0.7026554762711474,1.1692399110539302,-0.7570968965628075,0.7459663519476684,-0.04990687822727909,0.06782887643733732,,,,-1.0109576800535065,-0.5000000000000004,0.8660254037844384
2014,12,-0.5941076997881729,-1.2661068803462014,-1.5525291385361155,-1.2007476466037397,-1.0306028615899274,0.2043748164395103,-0.661754673232357,1.6210590872997523,,,,-0.8450579465782417,-0.6396280410621438,0.075326318747931,0.2572046647853511,0.9743687968629524,-1.0634632408646547,0.9487949540122916,-0.06874459897361773,-0.09752445011385731,-0.21316712469554724,-0.6255039010320705,0.6994157914604131,-0.2825658111950795,-2.4492935982947064e-16,1.0
2015,1,-0.5689907387930547,-1.5481687874334769,-2.231630251016754,-2.03785883144606,-1.8613361477836967,-0.0012521709373328,-0.9382471208906632,1.8198311173230872,-0.6255039010320705,,,-1.2661068803462014,-1.5525291385361155,-1.2007476466037397,-1.0306028615899274,0.2043748164395103,-0.661754673232357,1.6210590872997523,-0.4915467757247736,-0.1100829306114164,-0.2084576945089626,-0.6255039010320705,0.6994157914604131,0.025116960995118176,0.49999999999999994,0.8660254037844387
2015,2,-0.6255039010320705,-0.062087963291977,-1.4909901251450126,-1.9267497242894829,-1.978180908937053,-1.1943406251678097,-0.3695988603126204,1.0569581353157207,-0.6255039010320705,,,-1.5481687874334769,-2.231630251016754,-2.03785883144606,-1.8613361477836967,-0.0012521709373328,-0.9382471208906632,1.8198311173230872,-0.5962007798710994,-0.3230538290491893,-0.2084576945089626,-0.6255039010320705,0.6994157914604131,-0.05651316223901581,0.8660254037844386,0.5000000000000001
