feature,mean,std
Precip.,19.92291666666667,31.85098707425198
Temp_High,33.556173287044395,2.630399445045937
Temp_Low,24.102330973192505,3.1825751465578174
DewPt_High,22.938852544289528,2.5818438001013635
DewPt_Low,19.757681509241113,3.145297376704596
Humidity,69.46438126471767,10.1969795905521
Max Wind,10.464785594043024,3.3833975534978404
Pressure,995.1938485623027,2.8627380723423004
